"","region","src","state_cln","confirmed","deaths","recovered","active","pop2019","den2013","reg_den2013","infections_pp100","infections_pp100_den","reg_pop2019"
"1",NA,2020-03-10,"unk",67,0,0,0,-Inf,-Inf,NA,0,0,NA
"2",NA,2020-03-11,"unk",67,0,0,0,-Inf,-Inf,NA,0,0,NA
"3",NA,2020-03-12,"unk",67,0,0,0,-Inf,-Inf,NA,0,0,NA
"4",NA,2020-03-13,"unk",67,0,0,0,-Inf,-Inf,NA,0,0,NA
"5",NA,2020-03-14,"unk",68,0,0,0,-Inf,-Inf,NA,0,0,NA
"6",NA,2020-03-15,"unk",68,0,0,0,-Inf,-Inf,NA,0,0,NA
"7",NA,2020-03-16,"unk",67,0,0,0,-Inf,-Inf,NA,0,0,NA
"8",NA,2020-03-17,"unk",68,0,0,0,-Inf,-Inf,NA,0,0,NA
"9",NA,2020-03-18,"unk",69,0,106,0,-Inf,-Inf,NA,0,0,NA
"10",NA,2020-03-19,"unk",70,0,108,0,-Inf,-Inf,NA,0,0,NA
"11",NA,2020-03-20,"unk",73,0,147,0,-Inf,-Inf,NA,0,0,NA
"12",NA,2020-03-21,"unk",73,0,171,0,-Inf,-Inf,NA,0,0,NA
"13",NA,2020-03-22,"unk",83,1,0,0,-Inf,-Inf,NA,0,0,NA
"14",NA,2020-03-23,"unk",77,1,0,0,-Inf,-Inf,NA,0,0,NA
"15",NA,2020-03-24,"unk",77,1,348,0,-Inf,-Inf,NA,0,0,NA
"16",NA,2020-03-25,"unk",77,1,361,0,-Inf,-Inf,NA,0,0,NA
"17",NA,2020-03-26,"unk",77,1,681,0,-Inf,-Inf,NA,0,0,NA
"18",NA,2020-03-27,"unk",77,3,869,0,-Inf,-Inf,NA,0,0,NA
"19",NA,2020-03-28,"unk",152,3,1072,0,-Inf,-Inf,NA,0,0,NA
"20",NA,2020-03-29,"unk",152,3,2665,0,-Inf,-Inf,NA,0,0,NA
"21",NA,2020-03-30,"unk",152,3,5644,0,-Inf,-Inf,NA,0,0,NA
"22",NA,2020-03-31,"unk",152,3,7024,0,-Inf,-Inf,NA,0,0,NA
"23",NA,2020-04-01,"unk",152,3,8474,0,-Inf,-Inf,NA,0,0,NA
"24",NA,2020-04-02,"unk",152,3,9001,0,-Inf,-Inf,NA,0,0,NA
"25",NA,2020-04-03,"unk",152,3,9707,0,-Inf,-Inf,NA,0,0,NA
"26",NA,2020-04-04,"unk",152,3,14652,0,-Inf,-Inf,NA,0,0,NA
"27",NA,2020-04-05,"unk",152,3,17448,0,-Inf,-Inf,NA,0,0,NA
"28",NA,2020-04-06,"unk",152,3,19581,0,-Inf,-Inf,NA,0,0,NA
"29",NA,2020-04-07,"unk",152,3,21763,0,-Inf,-Inf,NA,0,0,NA
"30",NA,2020-04-08,"unk",152,3,23559,0,-Inf,-Inf,NA,0,0,NA
"31",NA,2020-04-09,"unk",152,3,25410,0,-Inf,-Inf,NA,0,0,NA
"32",NA,2020-04-10,"unk",152,3,28790,0,-Inf,-Inf,NA,0,0,NA
"33",NA,2020-04-11,"unk",152,3,31270,0,-Inf,-Inf,NA,0,0,NA
"34",NA,2020-04-12,"unk",152,0,32988,-32836,-Inf,-Inf,NA,0,0,NA
"35",NA,2020-04-13,"unk",152,0,43482,-43330,-Inf,-Inf,NA,0,0,NA
"36",NA,2020-04-14,"unk",152,0,47763,-47611,-Inf,-Inf,NA,0,0,NA
"37",NA,2020-04-15,"unk",152,0,52096,-51944,-Inf,-Inf,NA,0,0,NA
"38",NA,2020-04-16,"unk",152,0,54703,-54551,-Inf,-Inf,NA,0,0,NA
"39",NA,2020-04-17,"unk",152,0,58545,-58393,-Inf,-Inf,NA,0,0,NA
"40",NA,2020-04-18,"unk",152,0,64840,-64688,-Inf,-Inf,NA,0,0,NA
"41",NA,2020-04-19,"unk",152,0,70337,-70185,-Inf,-Inf,NA,0,0,NA
"42",NA,2020-04-20,"unk",152,0,72329,-72177,-Inf,-Inf,NA,0,0,NA
"43",NA,2020-04-21,"unk",152,0,75204,-75052,-Inf,-Inf,NA,0,0,NA
"44",NA,2020-04-22,"unk",152,0,77366,-77214,-Inf,-Inf,NA,0,0,NA
"45",NA,2020-04-23,"unk",152,3,80203,-80054,-Inf,-Inf,NA,0,0,NA
"46",NA,2020-04-24,"unk",152,3,99079,-98930,-Inf,-Inf,NA,0,0,NA
"47",NA,2020-04-25,"unk",152,3,100372,-100223,-Inf,-Inf,NA,0,0,NA
"48",NA,2020-04-26,"unk",152,3,106988,-106839,-Inf,-Inf,NA,0,0,NA
"49",NA,2020-04-27,"unk",152,3,111424,-111275,-Inf,-Inf,NA,0,0,NA
"50",NA,2020-04-28,"unk",152,3,115936,-115787,-Inf,-Inf,NA,0,0,NA
"51",NA,2020-04-29,"unk",152,3,120720,-120571,-Inf,-Inf,NA,0,0,NA
"52",NA,2020-04-30,"unk",152,3,153947,-128110,-Inf,-Inf,NA,0,0,NA
"53",NA,2020-05-01,"unk",152,3,164015,-135191,-Inf,-Inf,NA,0,0,NA
"54",NA,2020-05-02,"unk",152,3,175382,-148127,-Inf,-Inf,NA,0,0,NA
"55",NA,2020-05-03,"unk",152,3,180152,-150358,-Inf,-Inf,NA,0,0,NA
"56",NA,2020-05-04,"unk",152,3,187180,-157023,-Inf,-Inf,NA,0,0,NA
"57",NA,2020-05-05,"unk",152,3,189791,-160612,-Inf,-Inf,NA,0,0,NA
"58",NA,2020-05-06,"unk",152,3,189910,-167196,-Inf,-Inf,NA,0,0,NA
"59",NA,2020-05-07,"unk",152,3,195036,-170154,-Inf,-Inf,NA,0,0,NA
"60",NA,2020-05-08,"unk",152,3,198993,-178896,-Inf,-Inf,NA,0,0,NA
"61",NA,2020-05-09,"unk",152,3,212534,-197282,-Inf,-Inf,NA,0,0,NA
"62",NA,2020-05-10,"unk",152,3,216169,-206444,-Inf,-Inf,NA,0,0,NA
"63",NA,2020-05-11,"unk",152,3,232733,-215562,-Inf,-Inf,NA,0,0,NA
"64",NA,2020-05-12,"unk",152,3,230287,-229576,-Inf,-Inf,NA,0,0,NA
"65",NA,2020-05-13,"unk",152,3,243430,-238279,-Inf,-Inf,NA,0,0,NA
"66",NA,2020-05-14,"unk",152,3,246414,-246536,-Inf,-Inf,NA,0,0,NA
"67",NA,2020-05-15,"unk",152,3,250747,-252933,-Inf,-Inf,NA,0,0,NA
"68",NA,2020-05-16,"unk",152,3,268376,-266978,-Inf,-Inf,NA,0,0,NA
"69",NA,2020-05-17,"unk",152,3,272265,-274680,-Inf,-Inf,NA,0,0,NA
"70",NA,2020-05-18,"unk",152,3,283178,-282796,-Inf,-Inf,NA,0,0,NA
"71",NA,2020-05-19,"unk",152,3,289392,-291647,-Inf,-Inf,NA,0,0,NA
"72",NA,2020-05-20,"unk",152,3,294312,-295858,-Inf,-Inf,NA,0,0,NA
"73",NA,2020-05-21,"unk",152,3,298418,-301748,-Inf,-Inf,NA,0,0,NA
"74",NA,2020-05-22,"unk",152,3,350135,-309795,-Inf,-Inf,NA,0,0,NA
"75",NA,2020-05-23,"unk",152,3,361239,-328248,-Inf,-Inf,NA,0,0,NA
"76",NA,2020-05-24,"unk",152,3,366736,-334673,-Inf,-Inf,NA,0,0,NA
"77",NA,2020-05-25,"unk",152,3,379157,-345461,-Inf,-Inf,NA,0,0,NA
"78",NA,2020-05-26,"unk",152,3,384902,-353123,-Inf,-Inf,NA,0,0,NA
"79",NA,2020-05-27,"unk",152,3,391508,-363968,-Inf,-Inf,NA,0,0,NA
"80",NA,2020-05-28,"unk",152,3,399991,-370648,-Inf,-Inf,NA,0,0,NA
"81",NA,2020-05-29,"unk",152,3,406446,-375303,-Inf,-Inf,NA,0,0,NA
"82",NA,2020-05-30,"unk",152,3,416461,-382090,-Inf,-Inf,NA,0,0,NA
"83",NA,2020-05-31,"unk",152,3,444758,-389847,-Inf,-Inf,NA,0,0,NA
"84",NA,2020-06-01,"unk",152,3,458231,-403640,-Inf,-Inf,NA,0,0,NA
"85",NA,2020-06-02,"unk",152,3,463868,-412091,-Inf,-Inf,NA,0,0,NA
"86",NA,2020-06-03,"unk",152,3,479258,-422771,-Inf,-Inf,NA,0,0,NA
"87",NA,2020-06-04,"unk",152,3,485002,-429799,-Inf,-Inf,NA,0,0,NA
"88",NA,2020-06-05,"unk",152,3,491706,-444527,-Inf,-Inf,NA,0,0,NA
"89",NA,2020-06-06,"unk",152,3,500849,-448520,-Inf,-Inf,NA,0,0,NA
"90",NA,2020-06-07,"unk",152,3,506367,-522701,-Inf,-Inf,NA,0,0,NA
"91",NA,2020-06-08,"unk",152,3,518522,-521996,-Inf,-Inf,NA,0,0,NA
"92",NA,2020-06-09,"unk",152,3,524855,-579081,-Inf,-Inf,NA,0,0,NA
"93",NA,2020-06-10,"unk",152,3,533504,-583670,-Inf,-Inf,NA,0,0,NA
"94",NA,2020-06-11,"unk",152,3,540292,-598392,-Inf,-Inf,NA,0,0,NA
"95",NA,2020-06-12,"unk",152,3,547386,-621742,-Inf,-Inf,NA,0,0,NA
"96",NA,2020-06-13,"unk",152,3,556606,-626128,-Inf,-Inf,NA,0,0,NA
"97",NA,2020-06-14,"unk",152,3,561816,-630184,-Inf,-Inf,NA,0,0,NA
"98",NA,2020-06-15,"unk",152,3,576334,-649161,-Inf,-Inf,NA,0,0,NA
"99",NA,2020-06-16,"unk",152,3,583503,-655390,-Inf,-Inf,NA,0,0,NA
"100",NA,2020-06-17,"unk",152,3,592191,-663195,-Inf,-Inf,NA,0,0,NA
"101",NA,2020-06-18,"unk",152,3,599115,-673795,-Inf,-Inf,NA,0,0,NA
"102",NA,2020-06-19,"unk",152,3,606715,-679341,-Inf,-Inf,NA,0,0,NA
"103",NA,2020-06-20,"unk",152,3,617460,-691263,-Inf,-Inf,NA,0,0,NA
"104",NA,2020-06-21,"unk",152,3,622133,-696389,-Inf,-Inf,NA,0,0,NA
"105",NA,2020-06-22,"unk",152,3,640198,-708007,-Inf,-Inf,NA,0,0,NA
"106",NA,2020-06-23,"unk",152,3,647548,-714714,-Inf,-Inf,NA,0,0,NA
"107",NA,2020-06-24,"unk",152,3,656161,-721596,-Inf,-Inf,NA,0,0,NA
"108",NA,2020-06-25,"unk",152,3,663562,-739351,-Inf,-Inf,NA,0,0,NA
"109",NA,2020-03-07,"unk",66,0,0,0,-Inf,-Inf,NA,0,0,NA
"110",NA,2020-03-08,"unk",66,0,0,0,-Inf,-Inf,NA,0,0,NA
"111",NA,2020-03-09,"unk",66,0,0,0,-Inf,-Inf,NA,0,0,NA
"112",NA,2020-02-24,"unk",36,0,0,0,-Inf,-Inf,NA,0,0,NA
"113",NA,2020-02-25,"unk",36,0,0,0,-Inf,-Inf,NA,0,0,NA
"114",NA,2020-02-26,"unk",42,0,0,0,-Inf,-Inf,NA,0,0,NA
"115",NA,2020-02-27,"unk",42,0,0,0,-Inf,-Inf,NA,0,0,NA
"116",NA,2020-02-28,"unk",44,0,0,0,-Inf,-Inf,NA,0,0,NA
"117",NA,2020-02-29,"unk",44,0,0,0,-Inf,-Inf,NA,0,0,NA
"118",NA,2020-03-01,"unk",44,0,0,0,-Inf,-Inf,NA,0,0,NA
"119",NA,2020-03-02,"unk",45,0,0,0,-Inf,-Inf,NA,0,0,NA
"120",NA,2020-03-03,"unk",45,0,0,0,-Inf,-Inf,NA,0,0,NA
"121",NA,2020-03-04,"unk",45,0,0,0,-Inf,-Inf,NA,0,0,NA
"122",NA,2020-03-05,"unk",45,0,0,0,-Inf,-Inf,NA,0,0,NA
"123",NA,2020-03-06,"unk",45,0,0,0,-Inf,-Inf,NA,0,0,NA
"124","enc",2020-01-24,"il",1,0,0,0,12671821,232,"192.1",0.00789152561419547,3.40151966129115e-05,46902431
"125","enc",2020-02-01,"il",2,0,0,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"126","enc",2020-02-02,"il",2,0,0,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"127","enc",2020-02-03,"il",2,0,0,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"128","enc",2020-02-04,"il",2,0,0,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"129","enc",2020-02-05,"il",2,0,0,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"130","enc",2020-02-06,"il",2,0,0,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"131","enc",2020-02-07,"il",2,0,0,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"132","enc",2020-02-08,"il",2,0,0,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"133","enc",2020-02-09,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"134","enc",2020-02-10,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"135","enc",2020-02-11,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"136","enc",2020-02-12,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"137","enc",2020-02-13,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"138","enc",2020-02-14,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"139","enc",2020-02-15,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"140","enc",2020-02-16,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"141","enc",2020-02-17,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"142","enc",2020-02-18,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"143","enc",2020-02-19,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"144","enc",2020-02-20,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"145","enc",2020-02-21,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"146","enc",2020-02-22,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"147","enc",2020-02-23,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"148","enc",2020-02-24,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"149","enc",2020-02-25,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"150","enc",2020-02-26,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"151","enc",2020-02-27,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"152","enc",2020-02-28,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"153","enc",2020-02-29,"il",2,0,2,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"154","enc",2020-03-01,"il",3,0,2,0,12671821,232,"192.1",0.0236745768425864,0.000102045589838734,46902431
"155","enc",2020-03-02,"il",4,0,2,0,12671821,232,"192.1",0.0315661024567819,0.000136060786451646,46902431
"156","enc",2020-03-03,"il",4,0,2,0,12671821,232,"192.1",0.0315661024567819,0.000136060786451646,46902431
"157","enc",2020-03-04,"il",4,0,2,0,12671821,232,"192.1",0.0315661024567819,0.000136060786451646,46902431
"158","enc",2020-03-05,"il",5,0,2,0,12671821,232,"192.1",0.0394576280709773,0.000170075983064557,46902431
"159","enc",2020-03-06,"il",5,0,2,0,12671821,232,"192.1",0.0394576280709773,0.000170075983064557,46902431
"160","enc",2020-03-07,"il",6,0,2,0,12671821,232,"192.1",0.0473491536851728,0.000204091179677469,46902431
"161","enc",2020-03-08,"il",7,0,2,0,12671821,232,"192.1",0.0552406792993683,0.00023810637629038,46902431
"162","enc",2020-03-09,"il",7,0,2,0,12671821,232,"192.1",0.0552406792993683,0.00023810637629038,46902431
"163","enc",2020-01-25,"il",1,0,0,0,12671821,232,"192.1",0.00789152561419547,3.40151966129115e-05,46902431
"164","enc",2020-01-26,"il",1,0,0,0,12671821,232,"192.1",0.00789152561419547,3.40151966129115e-05,46902431
"165","enc",2020-01-27,"il",1,0,0,0,12671821,232,"192.1",0.00789152561419547,3.40151966129115e-05,46902431
"166","enc",2020-01-28,"il",1,0,0,0,12671821,232,"192.1",0.00789152561419547,3.40151966129115e-05,46902431
"167","enc",2020-01-29,"il",1,0,0,0,12671821,232,"192.1",0.00789152561419547,3.40151966129115e-05,46902431
"168","enc",2020-01-30,"il",1,0,0,0,12671821,232,"192.1",0.00789152561419547,3.40151966129115e-05,46902431
"169","enc",2020-01-31,"il",2,0,0,0,12671821,232,"192.1",0.0157830512283909,6.8030393225823e-05,46902431
"170","enc",2020-03-10,"il",12,0,2,0,12671821,232,"192.1",0.0946983073703456,0.000408182359354938,46902431
"171","enc",2020-03-11,"il",25,0,2,0,12671821,232,"192.1",0.197288140354887,0.000850379915322787,46902431
"172","enc",2020-03-12,"il",32,0,2,0,12671821,232,"192.1",0.252528819654255,0.00108848629161317,46902431
"173","enc",2020-03-13,"il",46,0,2,0,12671821,232,"192.1",0.363010178252991,0.00156469904419393,46902431
"174","enc",2020-03-14,"il",64,0,2,0,12671821,232,"192.1",0.50505763930851,0.00217697258322634,46902431
"175","enc",2020-03-15,"il",93,0,2,0,12671821,232,"192.1",0.733911882120178,0.00316341328500077,46902431
"176","enc",2020-03-16,"il",105,0,2,0,12671821,232,"192.1",0.828610189490524,0.00357159564435571,46902431
"177","enc",2020-03-17,"il",161,1,2,0,12671821,232,"192.1",1.27053562388547,0.00547644665467875,46902431
"178","enc",2020-03-18,"il",162,1,0,0,12671821,232,"192.1",1.27842714949967,0.00551046185129166,46902431
"179","enc",2020-03-19,"il",422,4,0,0,12671821,232,"192.1",3.33022380919049,0.0143544129706486,46902431
"180","enc",2020-03-20,"il",585,5,0,0,12671821,232,"192.1",4.61654248430435,0.0198988900185532,46902431
"181","enc",2020-03-21,"il",753,6,0,0,12671821,232,"192.1",5.94231878748919,0.0256134430495224,46902431
"182","enc",2020-03-22,"il",1049,9,0,0,12671821,232,"192.1",8.27821036929104,0.0356819412469442,46902431
"183","enc",2020-03-23,"il",1285,12,0,0,12671821,232,"192.1",10.1406104142412,0.0437095276475913,46902431
"184","enc",2020-03-24,"il",1537,16,0,0,12671821,232,"192.1",12.1292748690184,0.052281357194045,46902431
"185","enc",2020-03-25,"il",1865,19,0,0,12671821,232,"192.1",14.7176952704745,0.0634383416830799,46902431
"186","enc",2020-03-26,"il",2538,26,0,0,12671821,232,"192.1",20.0286920088281,0.0863305690035694,46902431
"187","enc",2020-03-27,"il",3024,34,0,0,12671821,232,"192.1",23.8639734573271,0.102861954557444,46902431
"188","enc",2020-03-28,"il",3491,47,0,0,12671821,232,"192.1",27.5493159191564,0.118747051375674,46902431
"189","enc",2020-03-29,"il",4596,66,0,0,12671821,232,"192.1",36.2694517228424,0.156333843632941,46902431
"190","enc",2020-03-30,"il",5056,73,0,0,12671821,232,"192.1",39.8995535053723,0.17198083407488,46902431
"191","enc",2020-03-31,"il",5994,99,0,0,12671821,232,"192.1",47.3018045314876,0.203887088497791,46902431
"192","enc",2020-04-01,"il",6980,141,0,0,12671821,232,"192.1",55.0828487870844,0.237426072358122,46902431
"193","enc",2020-04-02,"il",7695,163,0,0,12671821,232,"192.1",60.7252896012341,0.261746937936354,46902431
"194","enc",2020-04-03,"il",8904,210,0,0,12671821,232,"192.1",70.2661440687964,0.302871310641364,46902431
"195","enc",2020-04-04,"il",10357,244,0,0,12671821,232,"192.1",81.7325307862224,0.352295391319924,46902431
"196","enc",2020-04-05,"il",11259,274,0,0,12671821,232,"192.1",88.8506868902268,0.38297709866477,46902431
"197","enc",2020-04-06,"il",12262,307,0,0,12671821,232,"192.1",96.7658870812648,0.417094340867521,46902431
"198","enc",2020-04-07,"il",12271,308,0,0,12671821,232,"192.1",96.8369108117926,0.417400477637037,46902431
"199","enc",2020-04-08,"il",15078,462,0,0,12671821,232,"192.1",118.988423210839,0.512881134529479,46902431
"200","enc",2020-04-09,"il",15079,462,0,0,12671821,232,"192.1",118.996314736453,0.512915149726092,46902431
"201","enc",2020-04-10,"il",17887,597,0,0,12671821,232,"192.1",141.155718661114,0.608429821815148,46902431
"202","enc",2020-04-11,"il",19180,677,0,0,12671821,232,"192.1",151.359461280269,0.652411471035642,46902431
"203","enc",2020-04-12,"il",20852,720,0,20132,12671821,232,"192.1",164.554092107204,0.70928487977243,46902431
"204","enc",2020-04-13,"il",22025,798,0,21227,12671821,232,"192.1",173.810851652655,0.749184705399376,46902431
"205","enc",2020-04-14,"il",23248,868,0,22380,12671821,232,"192.1",183.462187478816,0.790785290856966,46902431
"206","enc",2020-04-15,"il",24593,949,0,23644,12671821,232,"192.1",194.076289429909,0.836535730301332,46902431
"207","enc",2020-04-16,"il",25734,1072,0,24662,12671821,232,"192.1",203.080520155706,0.875347069636664,46902431
"208","enc",2020-04-17,"il",27578,1132,0,26446,12671821,232,"192.1",217.632493388283,0.938071092190873,46902431
"209","enc",2020-04-18,"il",29160,1259,0,27901,12671821,232,"192.1",230.11688690994,0.991883133232499,46902431
"210","enc",2020-04-19,"il",30357,1290,0,29067,12671821,232,"192.1",239.563043070132,1.03259932357815,46902431
"211","enc",2020-04-20,"il",31513,1349,0,30164,12671821,232,"192.1",248.685646680142,1.07192089086268,46902431
"212","enc",2020-04-21,"il",33059,1468,0,31591,12671821,232,"192.1",260.885945279688,1.12450838482624,46902431
"213","enc",2020-04-22,"il",35107,1565,0,33542,12671821,232,"192.1",277.04778973756,1.19417150748948,46902431
"214","enc",2020-04-23,"il",36937,1688,0,35249,12671821,232,"192.1",291.489281611538,1.25641931729111,46902431
"215","enc",2020-04-24,"il",39658,1795,0,37863,12671821,232,"192.1",312.962122807764,1.34897466727484,46902431
"216","enc",2020-04-25,"il",41777,1875,0,39902,12671821,232,"192.1",329.684265584244,1.4210528688976,46902431
"217","enc",2020-04-26,"il",43903,1933,0,41970,12671821,232,"192.1",346.461649040024,1.49336917689665,46902431
"218","enc",2020-04-27,"il",45883,1983,0,43900,12671821,232,"192.1",362.086869756131,1.56071926619022,46902431
"219","enc",2020-04-28,"il",48102,2125,0,45977,12671821,232,"192.1",379.59816509403,1.63619898747427,46902431
"220","enc",2020-04-29,"il",50358,2215,0,48143,12671821,232,"192.1",397.401446879655,1.712937271033,46902431
"221","enc",2020-04-30,"il",52918,2355,0,50563,12671821,232,"192.1",417.603752451996,1.80001617436205,46902431
"222","enc",2020-05-01,"il",56055,2457,0,53598,12671821,232,"192.1",442.359468303727,1.90672184613675,46902431
"223","enc",2020-05-02,"il",58505,2559,0,55946,12671821,232,"192.1",461.693706058506,1.99005907783839,46902431
"224","enc",2020-05-03,"il",61499,2618,0,58881,12671821,232,"192.1",485.320933747407,2.09190057649744,46902431
"225","enc",2020-05-04,"il",63777,2659,0,61118,12671821,232,"192.1",503.297829096544,2.16938719438166,46902431
"226","enc",2020-05-05,"il",65889,2834,0,63055,12671821,232,"192.1",519.964731193725,2.24122728962812,46902431
"227","enc",2020-05-06,"il",68232,2974,0,65258,12671821,232,"192.1",538.454575707785,2.32092489529218,46902431
"228","enc",2020-05-07,"il",70871,3111,0,67760,12671821,232,"192.1",559.280311803647,2.41069099915365,46902431
"229","enc",2020-05-08,"il",73760,3241,0,70519,12671821,232,"192.1",582.078929303058,2.50896090216835,46902431
"230","enc",2020-05-09,"il",76085,3349,0,72736,12671821,232,"192.1",600.426726356062,2.58804623429337,46902431
"231","enc",2020-05-10,"il",77741,3406,0,74335,12671821,232,"192.1",613.49509277317,2.64437539988435,46902431
"232","enc",2020-05-11,"il",79007,3459,0,75548,12671821,232,"192.1",623.485764200741,2.6874386387963,46902431
"233","enc",2020-05-12,"il",83021,3601,0,79420,12671821,232,"192.1",655.162348016122,2.82397563800052,46902431
"234","enc",2020-05-13,"il",84694,3792,0,80902,12671821,232,"192.1",668.364870368671,2.88088306193393,46902431
"235","enc",2020-05-14,"il",87937,3928,0,84009,12671821,232,"192.1",693.957087935507,2.9911943445496,46902431
"236","enc",2020-05-15,"il",90369,4059,0,86310,12671821,232,"192.1",713.14927822923,3.0739193027122,46902431
"237","enc",2020-05-16,"il",92457,4129,0,88328,12671821,232,"192.1",729.62678371167,3.14494303323996,46902431
"238","enc",2020-05-17,"il",94191,4177,0,90014,12671821,232,"192.1",743.310689126685,3.20392538416675,46902431
"239","enc",2020-05-18,"il",96485,4234,0,92251,12671821,232,"192.1",761.413848885649,3.28195624519677,46902431
"240","enc",2020-05-19,"il",98030,4379,0,93651,12671821,232,"192.1",773.606255959582,3.33450972396371,46902431
"241","enc",2020-05-20,"il",100418,4525,0,95893,12671821,232,"192.1",792.45121912628,3.41573801347535,46902431
"242","enc",2020-05-21,"il",102688,4607,0,98081,12671821,232,"192.1",810.364982270504,3.49295250978666,46902431
"243","enc",2020-05-22,"il",105444,4715,0,100729,12671821,232,"192.1",832.114026863227,3.58669839165184,46902431
"244","enc",2020-05-23,"il",107796,4790,0,103006,12671821,232,"192.1",850.674895107814,3.66670213408541,46902431
"245","enc",2020-05-24,"il",110304,4856,0,105448,12671821,232,"192.1",870.466841348217,3.75201224719059,46902431
"246","enc",2020-05-25,"il",112017,4885,0,107132,12671821,232,"192.1",883.985024725333,3.81028027898851,46902431
"247","enc",2020-05-26,"il",113195,4923,0,108272,12671821,232,"192.1",893.281241898856,3.85035018059852,46902431
"248","enc",2020-05-27,"il",114306,5083,0,109223,12671821,232,"192.1",902.048726856227,3.88814106403546,46902431
"249","enc",2020-05-28,"il",115833,5186,0,110647,12671821,232,"192.1",914.099086469103,3.94008226926338,46902431
"250","enc",2020-05-29,"il",117455,5270,0,112185,12671821,232,"192.1",926.899141015328,3.99525491816952,46902431
"251","enc",2020-05-30,"il",118917,5330,0,113587,12671821,232,"192.1",938.436551463282,4.0449851356176,46902431
"252","enc",2020-05-31,"il",120260,5390,0,114870,12671821,232,"192.1",949.034870363147,4.09066754466874,46902431
"253","enc",2020-06-01,"il",121234,5412,0,115822,12671821,232,"192.1",956.721216311373,4.12379834616971,46902431
"254","enc",2020-06-02,"il",122848,5525,0,117323,12671821,232,"192.1",969.458138652685,4.17869887350295,46902431
"255","enc",2020-06-03,"il",123830,5621,0,118209,12671821,232,"192.1",977.207616805825,4.21210179657683,46902431
"256","enc",2020-06-04,"il",124759,5736,0,119023,12671821,232,"192.1",984.538844101412,4.24370191423022,46902431
"257","enc",2020-06-05,"il",125915,5795,0,120120,12671821,232,"192.1",993.661447711422,4.28302348151475,46902431
"258","enc",2020-06-06,"il",126890,5864,0,121026,12671821,232,"192.1",1001.35568518526,4.31618829821234,46902431
"259","enc",2020-06-07,"il",127757,5904,0,121853,12671821,232,"192.1",1008.19763789277,4.34567947367573,46902431
"260","enc",2020-06-08,"il",128415,5924,0,122491,12671821,232,"192.1",1013.39026174691,4.36806147304703,46902431
"261","enc",2020-06-09,"il",129212,6018,0,123194,12671821,232,"192.1",1019.67980766142,4.39517158474752,46902431
"262","enc",2020-06-10,"il",129837,6095,0,123742,12671821,232,"192.1",1024.6120111703,4.41643108263059,46902431
"263","enc",2020-06-11,"il",130603,6185,0,124418,12671821,232,"192.1",1030.65691979077,4.44248672323608,46902431
"264","enc",2020-06-12,"il",131198,6260,0,124938,12671821,232,"192.1",1035.35237753122,4.46272576522076,46902431
"265","enc",2020-06-13,"il",131871,6289,0,125582,12671821,232,"192.1",1040.66337426957,4.48561799254125,46902431
